,tags,body
67,git,"How do I reset my local branch to be just like the branch on the remote repository?

I did:

git reset --hard HEAD


But when I run a git status,

On branch master
Changes to be committed:
  (use ""git reset HEAD &lt;file&gt;..."" to unstage)
      modified:   java/com/mycompany/TestContacts.java
      modified:   java/com/mycompany/TestParser.java


Can you please tell me why I have these 'modified'? I haven't touched these files? If I did, I want to remove those.
"
68,http,"People talk about URLs, URIs, and URNs as if they're different things, but they look the same to the naked eye.

What are the distinguishable differences between them?
"
69,javascript,"Suppose I'm familiar with developing client-side applications in jQuery, but now I'd like to start using AngularJS. Can you describe the paradigm shift that is necessary? Here are a few questions that might help you frame an answer:


How do I architect and design client-side web applications differently? What is the biggest difference?
What should I stop doing/using; What should I start doing/using instead?
Are there any server-side considerations/restrictions?


I'm not looking for a detailed comparison between jQuery and AngularJS.
"
70,javascript,"What is the most concise and efficient way to find out if a JavaScript array contains a value?
This is the only way I know to do it:
function contains(a, obj) {
    for (var i = 0; i &lt; a.length; i++) {
        if (a[i] === obj) {
            return true;
        }
    }
    return false;
}

Is there a better and more concise way to accomplish this?
"
71,vim,"I'm stuck and cannot escape. It says:

""type :quit&lt;Enter&gt; to quit VIM""


But when I type that it simply appears in the object body.
"
72,git,"I have a master and a development branch, both pushed to GitHub. I've cloned, pulled, and fetched, but I remain unable to get anything other than the master branch back.

I'm sure I'm missing something obvious, but I have read the manual and I'm getting no joy at all.
"
73,java,"If you have a java.io.InputStream object, how should you process that object and produce a String?



Suppose I have an InputStream that contains text data, and I want to convert it to a String, so for example I can write that to a log file.

What is the easiest way to take the InputStream and convert it to a String?

public String convertStreamToString(InputStream is) {
    // ???
}

"
74,git,"Within my master branch, I did a git merge some-other-branch locally, but never pushed the changes to origin master. I didn't mean to merge, so I'd like to undo it. When doing a git status after my merge, I was getting this message:

# On branch master
# Your branch is ahead of 'origin/master' by 4 commits.


Based upon some instructions I found, I tried running

git revert HEAD -m 1


but now I'm getting this message with git status:

# On branch master
# Your branch is ahead of 'origin/master' by 5 commits.


I don't want my branch to be ahead by any number of commits. How do I get back to that point?
"
75,python,"How do I access the index in a for loop like the following?

ints = [8, 23, 45, 12, 78]
for i in ints:
    print('item #{} = {}'.format(???, i))


I want to get this output:

item #1 = 8
item #2 = 23
item #3 = 45
item #4 = 12
item #5 = 78


When I loop through it using a for loop, how do I access the loop index, from 1 to 5 in this case?
"
76,javascript,"Something similar to Unix's timestamp, that is a single number that represents the current time and date. Either as a number or a string.
"
77,javascript,"How do I make the first letter of a string uppercase, but not change the case of any of the other letters?
For example:

&quot;this is a test&quot; → &quot;This is a test&quot;
&quot;the Eiffel Tower&quot; → &quot;The Eiffel Tower&quot;
&quot;/index.html&quot; → &quot;/index.html&quot;

"
78,javascript,"I'd like to do something like this to tick a checkbox using jQuery:

$("".myCheckBox"").checked(true);


or

$("".myCheckBox"").selected(true);


Does such a thing exist?
"
79,git,"How can I squash my last X commits together into one commit using Git?
"
80,python,"Is there a shortcut to make a simple list out of a list of lists in Python?
I can do it in a for loop, but is there some cool &quot;one-liner&quot;?
I tried it with functools.reduce():
from functools import reduce
l = [[1, 2, 3], [4, 5, 6], [7], [8, 9]]
reduce(lambda x, y: x.extend(y), l)

But I get this error:
Traceback (most recent call last):
  File &quot;&lt;stdin&gt;&quot;, line 1, in &lt;module&gt;
  File &quot;&lt;stdin&gt;&quot;, line 1, in &lt;lambda&gt;
AttributeError: 'NoneType' object has no attribute 'extend'

"
81,git,"I forked a project, applied several fixes and created a pull request which was accepted. A few days later, another change was made by another contributor. So my fork doesn't contain that change.
How can I get that change into my fork? Do I need to delete and re-create my fork when I have further changes to contribute? Or is there an update button?
"
82,javascript,"Why does Google prepend while(1); to their (private) JSON responses?

For example, here's a response while turning a calendar on and off in Google Calendar:

while (1);
[
  ['u', [
    ['smsSentFlag', 'false'],
    ['hideInvitations', 'false'],
    ['remindOnRespondedEventsOnly', 'true'],
    ['hideInvitations_remindOnRespondedEventsOnly', 'false_true'],
    ['Calendar ID stripped for privacy', 'false'],
    ['smsVerifiedFlag', 'true']
  ]]
]


I would assume this is to prevent people from doing an eval() on it, but all you'd really have to do is replace the while and then you'd be set. I would assume the eval prevention is to make sure people write safe JSON parsing code.

I've seen this used in a couple of other places, too, but a lot more so with Google (Mail, Calendar, Contacts, etc.) Strangely enough, Google Docs starts with &amp;&amp;&amp;START&amp;&amp;&amp; instead, and Google Contacts seems to start with while(1); &amp;&amp;&amp;START&amp;&amp;&amp;.

What's going on here?
"
83,javascript,"The following are two methods of building a link that has the sole purpose of running JavaScript code. Which is better, in terms of functionality, page load speed, validation purposes, etc.?



function myJsFunc() {
    alert(""myJsFunc"");
}
&lt;a href=""#"" onclick=""myJsFunc();""&gt;Run JavaScript Code&lt;/a&gt;




or



function myJsFunc() {
    alert(""myJsFunc"");
}
 &lt;a href=""javascript:void(0)"" onclick=""myJsFunc();""&gt;Run JavaScript Code&lt;/a&gt;



"
84,java,"I use object != null a lot to avoid NullPointerException.
What is an alternative to:
if (someobject != null) {
    someobject.doCalc();
}

"
85,c++,"This question attempts to collect the few pearls among the dozens of bad C++ books that are published every year.
Unlike many other programming languages, which are often picked up on the go from tutorials found on the Internet, few are able to quickly pick up C++ without studying a well-written C++ book. It is way too big and complex for doing this. In fact, it is so big and complex, that there are very many very bad C++ books out there. And we are not talking about bad style, but things like sporting glaringly obvious factual errors and promoting abysmally bad programming styles.
Please edit the accepted answer to provide quality books and an approximate skill level — preferably after discussing your addition in the C++ chat room. (The regulars might mercilessly undo your work if they disagree with a recommendation.) Add a short blurb/description about each book that you have personally read/benefited from. Feel free to debate quality, headings, etc. Books that meet the criteria will be added to the list.  Books that have reviews by the Association of C and C++ Users (ACCU) have links to the review.
*Note: FAQs and other resources can be found in the C++ tag info and under c++-faq. 
"
86,node.js,"After I upgraded to the latest stable node and npm, I tried npm install moment --save. It saves the entry in the package.json with the caret ^ prefix. Previously, it was a tilde ~ prefix.

Why are these changes made in npm?
What is the difference between tilde ~ and caret ^?
What are the advantages over others?

"
